scope,file_name,column_name,unique_count,constant_value,min_value,max_value,variance,is_constant,is_globally_constant,read_status,error
file,DNS-testing.parquet,URG Flag Count,2,,0.0,1.0,0.158056153267,False,False,ok,
file,DNS-testing.parquet,CWE Flag Count,2,,0.0,1.0,0.081132095335,False,False,ok,
file,DNS-testing.parquet,ECE Flag Count,1,0.0,0.0,0.0,0.0,True,True,ok,
file,DNS-testing.parquet,Down/Up Ratio,9,,0.0,13.0,0.624485909939,False,False,ok,
file,DNS-testing.parquet,Avg Packet Size,1153,,0.0,2663.432861328125,864033.875,False,False,ok,
file,DNS-testing.parquet,Avg Fwd Segment Size,948,,0.0,3015.29052734375,389065.15625,False,False,ok,
file,DNS-testing.parquet,Avg Bwd Segment Size,420,,0.0,3269.7666015625,23577.314453125,False,False,ok,
file,DNS-testing.parquet,Fwd Avg Bytes/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,DNS-testing.parquet,Fwd Avg Packets/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,DNS-testing.parquet,Fwd Avg Bulk Rate,1,0.0,0.0,0.0,0.0,True,True,ok,
file,DNS-testing.parquet,Bwd Avg Bytes/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,DNS-testing.parquet,Bwd Avg Packets/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,DNS-testing.parquet,Bwd Avg Bulk Rate,1,0.0,0.0,0.0,0.0,True,True,ok,
file,DNS-testing.parquet,Subflow Fwd Packets,88,,1.0,5063.0,8218.59855977968,False,False,ok,
file,DNS-testing.parquet,Subflow Fwd Bytes,865,,0.0,15266416.0,51395878500.09615,False,False,ok,
file,DNS-testing.parquet,Subflow Bwd Packets,90,,0.0,4602.0,6491.353896350671,False,False,ok,
file,DNS-testing.parquet,Subflow Bwd Bytes,378,,0.0,10993758.0,35368122907.17452,False,False,ok,
file,DNS-testing.parquet,Init Fwd Win Bytes,235,,-1.0,65535.0,125513317.26333255,False,False,ok,
file,DNS-testing.parquet,Init Bwd Win Bytes,191,,-1.0,64240.0,57068516.991916865,False,False,ok,
file,DNS-testing.parquet,Fwd Act Data Packets,58,,0.0,5043.0,6662.06471601323,False,False,ok,
file,DNS-testing.parquet,Fwd Seg Size Min,481,,-1408237563.0,1480.0,2.9478326344379092e+16,False,False,ok,
file,DNS-testing.parquet,Active Mean,365,,0.0,9218128.0,144365928448.0,False,False,ok,
file,DNS-testing.parquet,Active Std,247,,0.0,7531216.0,15044834304.0,False,False,ok,
file,DNS-testing.parquet,Active Max,353,,0.0,12801591.0,194137456640.0,False,False,ok,
file,DNS-testing.parquet,Active Min,328,,0.0,6342870.0,123464613888.0,False,False,ok,
file,DNS-testing.parquet,Idle Mean,369,,0.0,84210528.0,71382146744320.0,False,False,ok,
file,DNS-testing.parquet,Idle Std,270,,0.0,66002916.0,1557842624512.0,False,False,ok,
file,DNS-testing.parquet,Idle Max,366,,0.0,103769960.0,77017772982272.0,False,False,ok,
file,DNS-testing.parquet,Idle Min,360,,0.0,84210528.0,67889184899072.0,False,False,ok,
file,LDAP-testing.parquet,Protocol,3,,0.0,17.0,28.502324706244,False,False,ok,
file,LDAP-testing.parquet,Flow Duration,1165,,1.0,9258167.0,567321059590.4019,False,False,ok,
file,LDAP-testing.parquet,Total Fwd Packets,36,,1.0,130.0,33.244830003789,False,False,ok,
file,LDAP-testing.parquet,Total Backward Packets,43,,0.0,181.0,50.522152117876,False,False,ok,
file,LDAP-testing.parquet,Fwd Packets Length Total,197,,0.0,57956.0,4050353.0,False,False,ok,
file,LDAP-testing.parquet,Bwd Packets Length Total,184,,0.0,174634.0,45641780.0,False,False,ok,
file,LDAP-testing.parquet,Fwd Packet Length Max,160,,0.0,2980.0,504840.375,False,False,ok,
file,LDAP-testing.parquet,Fwd Packet Length Min,89,,0.0,1472.0,510677.46875,False,False,ok,
file,LDAP-testing.parquet,Fwd Packet Length Mean,211,,0.0,1895.3333740234375,500031.25,False,False,ok,
file,LDAP-testing.parquet,Fwd Packet Length Std,130,,0.0,1246.803955078125,6789.640625,False,False,ok,
file,LDAP-testing.parquet,Bwd Packet Length Max,129,,0.0,3452.0,249266.328125,False,False,ok,
file,LDAP-testing.parquet,Bwd Packet Length Min,87,,0.0,323.0,1545.89013671875,False,False,ok,
file,LDAP-testing.parquet,Bwd Packet Length Mean,203,,0.0,1997.894775390625,21064.326171875,False,False,ok,
file,LDAP-testing.parquet,Bwd Packet Length Std,120,,0.0,1256.879638671875,24553.59375,False,False,ok,
file,LDAP-testing.parquet,Flow Bytes/s,1319,,0.0,2944000000.0,1.2471307845979692e+18,False,False,ok,
file,LDAP-testing.parquet,Flow Packets/s,1201,,0.3432401007409695,3000000.0,675529837509.8566,False,False,ok,
file,LDAP-testing.parquet,Flow IAT Mean,1187,,0.5,5826825.0,55741988864.0,False,False,ok,
file,LDAP-testing.parquet,Flow IAT Std,1173,,0.0,4140373.0,89804464128.0,False,False,ok,
file,LDAP-testing.parquet,Flow IAT Max,1159,,1.0,9258158.0,418092285952.0,False,False,ok,
file,LDAP-testing.parquet,Flow IAT Min,149,,0.0,5826825.0,28636305408.0,False,False,ok,
file,LDAP-testing.parquet,Fwd IAT Total,493,,0.0,9258167.0,487658749952.0,False,False,ok,
file,LDAP-testing.parquet,Fwd IAT Mean,512,,0.0,5826825.0,70518718464.0,False,False,ok,
file,LDAP-testing.parquet,Fwd IAT Std,402,,0.0,4157323.25,108461211648.0,False,False,ok,
file,LDAP-testing.parquet,Fwd IAT Max,483,,0.0,9258158.0,381862871040.0,False,False,ok,
file,LDAP-testing.parquet,Fwd IAT Min,131,,0.0,5826825.0,28614647808.0,False,False,ok,
file,LDAP-testing.parquet,Bwd IAT Total,239,,0.0,6300430.0,111149391872.0,False,False,ok,
file,LDAP-testing.parquet,Bwd IAT Mean,243,,0.0,2467052.5,4790368768.0,False,False,ok,
file,LDAP-testing.parquet,Bwd IAT Std,214,,0.0,3488936.25,12385831936.0,False,False,ok,
file,LDAP-testing.parquet,Bwd IAT Max,237,,0.0,4982554.0,60246568960.0,False,False,ok,
file,LDAP-testing.parquet,Bwd IAT Min,35,,0.0,249.0,158.625274658203,False,False,ok,
file,LDAP-testing.parquet,Fwd PSH Flags,2,,0.0,1.0,0.062915485951,False,False,ok,
file,LDAP-testing.parquet,Bwd PSH Flags,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Fwd URG Flags,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Bwd URG Flags,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Fwd Header Length,472,,-8501751800.0,5888.0,1.4092010356519669e+17,False,False,ok,
file,LDAP-testing.parquet,Bwd Header Length,76,,-2125437950.0,3644.0,1.4315834383711558e+16,False,False,ok,
file,LDAP-testing.parquet,Fwd Packets/s,1198,,0.3153896629810333,3000000.0,675445080064.0,False,False,ok,
file,LDAP-testing.parquet,Bwd Packets/s,973,,0.0,1000000.0,866646976.0,False,False,ok,
file,LDAP-testing.parquet,Packet Length Min,86,,0.0,1472.0,511013.8125,False,False,ok,
file,LDAP-testing.parquet,Packet Length Max,200,,0.0,3452.0,608849.75,False,False,ok,
file,LDAP-testing.parquet,Packet Length Mean,324,,0.0,1650.434814453125,487157.5,False,False,ok,
file,LDAP-testing.parquet,Packet Length Std,216,,0.0,1255.9796142578125,18772.783203125,False,False,ok,
file,LDAP-testing.parquet,Packet Length Variance,216,,0.0,1577484.875,13096430592.0,False,False,ok,
file,LDAP-testing.parquet,FIN Flag Count,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,SYN Flag Count,2,,0.0,1.0,0.002114900617,False,False,ok,
file,LDAP-testing.parquet,RST Flag Count,2,,0.0,1.0,0.062915485951,False,False,ok,
file,LDAP-testing.parquet,PSH Flag Count,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,ACK Flag Count,2,,0.0,1.0,0.069877564099,False,False,ok,
file,LDAP-testing.parquet,URG Flag Count,2,,0.0,1.0,0.194239958995,False,False,ok,
file,LDAP-testing.parquet,CWE Flag Count,2,,0.0,1.0,0.047006941491,False,False,ok,
file,LDAP-testing.parquet,ECE Flag Count,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Down/Up Ratio,8,,0.0,10.0,0.409400075674,False,False,ok,
file,LDAP-testing.parquet,Avg Packet Size,322,,0.0,2208.0,1102310.5,False,False,ok,
file,LDAP-testing.parquet,Avg Fwd Segment Size,211,,0.0,1895.3333740234375,500031.25,False,False,ok,
file,LDAP-testing.parquet,Avg Bwd Segment Size,203,,0.0,1997.894775390625,21064.326171875,False,False,ok,
file,LDAP-testing.parquet,Fwd Avg Bytes/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Fwd Avg Packets/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Fwd Avg Bulk Rate,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Bwd Avg Bytes/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Bwd Avg Packets/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Bwd Avg Bulk Rate,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-testing.parquet,Subflow Fwd Packets,36,,1.0,130.0,33.244830003789,False,False,ok,
file,LDAP-testing.parquet,Subflow Fwd Bytes,197,,0.0,57956.0,4050352.766882678,False,False,ok,
file,LDAP-testing.parquet,Subflow Bwd Packets,43,,0.0,181.0,50.522152117876,False,False,ok,
file,LDAP-testing.parquet,Subflow Bwd Bytes,184,,0.0,174634.0,45641783.25677726,False,False,ok,
file,LDAP-testing.parquet,Init Fwd Win Bytes,119,,-1.0,65535.0,133286306.69496906,False,False,ok,
file,LDAP-testing.parquet,Init Bwd Win Bytes,87,,-1.0,63919.0,41768264.09239434,False,False,ok,
file,LDAP-testing.parquet,Fwd Act Data Packets,25,,0.0,96.0,8.578084314287,False,False,ok,
file,LDAP-testing.parquet,Fwd Seg Size Min,422,,-1408237563.0,1480.0,3.0176669542701468e+16,False,False,ok,
file,LDAP-testing.parquet,Active Mean,4,,0.0,20468.0,147930.421875,False,False,ok,
file,LDAP-testing.parquet,Active Std,1,0.0,0.0,0.0,0.0,True,False,ok,
file,LDAP-testing.parquet,Active Max,4,,0.0,20468.0,147930.421875,False,False,ok,
file,LDAP-testing.parquet,Active Min,4,,0.0,20468.0,147930.421875,False,False,ok,
file,LDAP-testing.parquet,Idle Mean,6,,0.0,9258158.0,77113024512.0,False,False,ok,
file,LDAP-testing.parquet,Idle Std,1,0.0,0.0,0.0,0.0,True,False,ok,
file,LDAP-testing.parquet,Idle Max,6,,0.0,9258158.0,77113024512.0,False,False,ok,
file,LDAP-testing.parquet,Idle Min,6,,0.0,9258158.0,77113024512.0,False,False,ok,
file,LDAP-training.parquet,Protocol,3,,0.0,17.0,30.791539906046,False,False,ok,
file,LDAP-training.parquet,Flow Duration,3456,,1.0,119812220.0,466935352634362.94,False,False,ok,
file,LDAP-training.parquet,Total Fwd Packets,122,,1.0,86666.0,2234794.4502657456,False,False,ok,
file,LDAP-training.parquet,Total Backward Packets,139,,0.0,4632.0,4349.505431622229,False,False,ok,
file,LDAP-training.parquet,Fwd Packets Length Total,778,,0.0,188320.0,26032032.0,False,False,ok,
file,LDAP-training.parquet,Bwd Packets Length Total,723,,0.0,8419196.0,12906565632.0,False,False,ok,
file,LDAP-training.parquet,Fwd Packet Length Max,464,,0.0,3549.0,468755.40625,False,False,ok,
file,LDAP-training.parquet,Fwd Packet Length Min,139,,0.0,2033.0,397334.25,False,False,ok,
file,LDAP-training.parquet,Fwd Packet Length Mean,857,,0.0,2033.0,387250.5,False,False,ok,
file,LDAP-training.parquet,Fwd Packet Length Std,758,,0.0,1448.5830078125,18267.529296875,False,False,ok,
file,LDAP-training.parquet,Bwd Packet Length Max,319,,0.0,3561.0,384879.6875,False,False,ok,
file,LDAP-training.parquet,Bwd Packet Length Min,132,,0.0,1460.0,2168.44140625,False,False,ok,
file,LDAP-training.parquet,Bwd Packet Length Mean,773,,0.0,1817.61572265625,40781.12890625,False,False,ok,
file,LDAP-training.parquet,Bwd Packet Length Std,676,,0.0,1249.7425537109375,35761.08984375,False,False,ok,
file,LDAP-training.parquet,Flow Bytes/s,3439,,0.0,2944000000.0,1.0747556281838612e+18,False,False,ok,
file,LDAP-training.parquet,Flow Packets/s,3598,,0.0543439954259745,3000000.0,671621806487.134,False,False,ok,
file,LDAP-training.parquet,Flow IAT Mean,3557,,0.5,23001622.0,745538060288.0,False,False,ok,
file,LDAP-training.parquet,Flow IAT Std,3513,,0.0,38966764.0,5480016510976.0,False,False,ok,
file,LDAP-training.parquet,Flow IAT Max,3398,,1.0,103111632.0,102391642849280.0,False,False,ok,
file,LDAP-training.parquet,Flow IAT Min,267,,0.0,6870651.0,23692621824.0,False,False,ok,
file,LDAP-training.parquet,Fwd IAT Total,1728,,0.0,119812224.0,463236281401344.0,False,False,ok,
file,LDAP-training.parquet,Fwd IAT Mean,1747,,0.0,23001622.0,1407533973504.0,False,False,ok,
file,LDAP-training.parquet,Fwd IAT Std,1680,,0.0,34174832.0,8128480411648.0,False,False,ok,
file,LDAP-training.parquet,Fwd IAT Max,1662,,0.0,81482272.0,100861443309568.0,False,False,ok,
file,LDAP-training.parquet,Fwd IAT Min,133,,0.0,6870651.0,24751202304.0,False,False,ok,
file,LDAP-training.parquet,Bwd IAT Total,1141,,0.0,119771848.0,364266712465408.0,False,False,ok,
file,LDAP-training.parquet,Bwd IAT Mean,1145,,0.0,34401004.0,1327278981120.0,False,False,ok,
file,LDAP-training.parquet,Bwd IAT Std,1134,,0.0,59584280.0,6816537247744.0,False,False,ok,
file,LDAP-training.parquet,Bwd IAT Max,1127,,0.0,103203008.0,83680911425536.0,False,False,ok,
file,LDAP-training.parquet,Bwd IAT Min,39,,0.0,157.0,201.769287109375,False,False,ok,
file,LDAP-training.parquet,Fwd PSH Flags,2,,0.0,1.0,0.093613025594,False,False,ok,
file,LDAP-training.parquet,Bwd PSH Flags,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Fwd URG Flags,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Bwd URG Flags,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Fwd Header Length,766,,-8501747108.0,52400.0,7.335680641073045e+16,False,False,ok,
file,LDAP-training.parquet,Bwd Header Length,309,,-9564448825.0,93764.0,2.0167167810906268e+16,False,False,ok,
file,LDAP-training.parquet,Fwd Packets/s,3571,,0.03875838220119476,3000000.0,667982364672.0,False,False,ok,
file,LDAP-training.parquet,Bwd Packets/s,3199,,0.0,2000000.0,4453800448.0,False,False,ok,
file,LDAP-training.parquet,Packet Length Min,125,,0.0,1472.0,396574.3125,False,False,ok,
file,LDAP-training.parquet,Packet Length Max,509,,0.0,3561.0,663507.875,False,False,ok,
file,LDAP-training.parquet,Packet Length Mean,1139,,0.0,1472.0,378353.09375,False,False,ok,
file,LDAP-training.parquet,Packet Length Std,976,,0.0,1129.45556640625,34564.91796875,False,False,ok,
file,LDAP-training.parquet,Packet Length Variance,976,,0.0,1275669.875,21034145792.0,False,False,ok,
file,LDAP-training.parquet,FIN Flag Count,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,SYN Flag Count,2,,0.0,1.0,0.001635440155,False,False,ok,
file,LDAP-training.parquet,RST Flag Count,2,,0.0,1.0,0.093613025594,False,False,ok,
file,LDAP-training.parquet,PSH Flag Count,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,ACK Flag Count,2,,0.0,1.0,0.106639373847,False,False,ok,
file,LDAP-training.parquet,URG Flag Count,2,,0.0,1.0,0.240148365896,False,False,ok,
file,LDAP-training.parquet,CWE Flag Count,2,,0.0,1.0,0.130787398213,False,False,ok,
file,LDAP-training.parquet,ECE Flag Count,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Down/Up Ratio,7,,0.0,8.0,0.707247197628,False,False,ok,
file,LDAP-training.parquet,Avg Packet Size,1159,,0.0,2208.0,848334.75,False,False,ok,
file,LDAP-training.parquet,Avg Fwd Segment Size,857,,0.0,2033.0,387250.5,False,False,ok,
file,LDAP-training.parquet,Avg Bwd Segment Size,773,,0.0,1817.61572265625,40781.12890625,False,False,ok,
file,LDAP-training.parquet,Fwd Avg Bytes/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Fwd Avg Packets/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Fwd Avg Bulk Rate,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Bwd Avg Bytes/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Bwd Avg Packets/Bulk,1,0.0,0.0,0.0,0.0,True,True,ok,
file,LDAP-training.parquet,Bwd Avg Bulk Rate,1,0.0,0.0,0.0,0.0,True,True,ok,
