file_name,attack_family,split,column_position,column_name,data_type
LDAP-testing.parquet,LDAP,testing,6,Bwd Packets Length Total,float
LDAP-testing.parquet,LDAP,testing,7,Fwd Packet Length Max,float
LDAP-testing.parquet,LDAP,testing,8,Fwd Packet Length Min,float
LDAP-testing.parquet,LDAP,testing,9,Fwd Packet Length Mean,float
LDAP-testing.parquet,LDAP,testing,10,Fwd Packet Length Std,float
LDAP-testing.parquet,LDAP,testing,11,Bwd Packet Length Max,float
LDAP-testing.parquet,LDAP,testing,12,Bwd Packet Length Min,float
LDAP-testing.parquet,LDAP,testing,13,Bwd Packet Length Mean,float
LDAP-testing.parquet,LDAP,testing,14,Bwd Packet Length Std,float
LDAP-testing.parquet,LDAP,testing,15,Flow Bytes/s,double
LDAP-testing.parquet,LDAP,testing,16,Flow Packets/s,double
LDAP-testing.parquet,LDAP,testing,17,Flow IAT Mean,float
LDAP-testing.parquet,LDAP,testing,18,Flow IAT Std,float
LDAP-testing.parquet,LDAP,testing,19,Flow IAT Max,float
LDAP-testing.parquet,LDAP,testing,20,Flow IAT Min,float
LDAP-testing.parquet,LDAP,testing,21,Fwd IAT Total,float
LDAP-testing.parquet,LDAP,testing,22,Fwd IAT Mean,float
LDAP-testing.parquet,LDAP,testing,23,Fwd IAT Std,float
LDAP-testing.parquet,LDAP,testing,24,Fwd IAT Max,float
LDAP-testing.parquet,LDAP,testing,25,Fwd IAT Min,float
LDAP-testing.parquet,LDAP,testing,26,Bwd IAT Total,float
LDAP-testing.parquet,LDAP,testing,27,Bwd IAT Mean,float
LDAP-testing.parquet,LDAP,testing,28,Bwd IAT Std,float
LDAP-testing.parquet,LDAP,testing,29,Bwd IAT Max,float
LDAP-testing.parquet,LDAP,testing,30,Bwd IAT Min,float
LDAP-testing.parquet,LDAP,testing,31,Fwd PSH Flags,int8
LDAP-testing.parquet,LDAP,testing,32,Bwd PSH Flags,int8
LDAP-testing.parquet,LDAP,testing,33,Fwd URG Flags,int8
LDAP-testing.parquet,LDAP,testing,34,Bwd URG Flags,int8
LDAP-testing.parquet,LDAP,testing,35,Fwd Header Length,int64
LDAP-testing.parquet,LDAP,testing,36,Bwd Header Length,int32
LDAP-testing.parquet,LDAP,testing,37,Fwd Packets/s,float
LDAP-testing.parquet,LDAP,testing,38,Bwd Packets/s,float
LDAP-testing.parquet,LDAP,testing,39,Packet Length Min,float
LDAP-testing.parquet,LDAP,testing,40,Packet Length Max,float
LDAP-testing.parquet,LDAP,testing,41,Packet Length Mean,float
LDAP-testing.parquet,LDAP,testing,42,Packet Length Std,float
LDAP-testing.parquet,LDAP,testing,43,Packet Length Variance,float
LDAP-testing.parquet,LDAP,testing,44,FIN Flag Count,int8
LDAP-testing.parquet,LDAP,testing,45,SYN Flag Count,int8
LDAP-testing.parquet,LDAP,testing,46,RST Flag Count,int8
LDAP-testing.parquet,LDAP,testing,47,PSH Flag Count,int8
LDAP-testing.parquet,LDAP,testing,48,ACK Flag Count,int8
LDAP-testing.parquet,LDAP,testing,49,URG Flag Count,int8
LDAP-testing.parquet,LDAP,testing,50,CWE Flag Count,int8
LDAP-testing.parquet,LDAP,testing,51,ECE Flag Count,int8
LDAP-testing.parquet,LDAP,testing,52,Down/Up Ratio,float
LDAP-testing.parquet,LDAP,testing,53,Avg Packet Size,float
LDAP-testing.parquet,LDAP,testing,54,Avg Fwd Segment Size,float
LDAP-testing.parquet,LDAP,testing,55,Avg Bwd Segment Size,float
LDAP-testing.parquet,LDAP,testing,56,Fwd Avg Bytes/Bulk,int8
LDAP-testing.parquet,LDAP,testing,57,Fwd Avg Packets/Bulk,int8
LDAP-testing.parquet,LDAP,testing,58,Fwd Avg Bulk Rate,int8
LDAP-testing.parquet,LDAP,testing,59,Bwd Avg Bytes/Bulk,int8
LDAP-testing.parquet,LDAP,testing,60,Bwd Avg Packets/Bulk,int8
LDAP-testing.parquet,LDAP,testing,61,Bwd Avg Bulk Rate,int8
LDAP-testing.parquet,LDAP,testing,62,Subflow Fwd Packets,int16
LDAP-testing.parquet,LDAP,testing,63,Subflow Fwd Bytes,int32
LDAP-testing.parquet,LDAP,testing,64,Subflow Bwd Packets,int16
LDAP-testing.parquet,LDAP,testing,65,Subflow Bwd Bytes,int32
LDAP-testing.parquet,LDAP,testing,66,Init Fwd Win Bytes,int32
LDAP-testing.parquet,LDAP,testing,67,Init Bwd Win Bytes,int32
LDAP-testing.parquet,LDAP,testing,68,Fwd Act Data Packets,int8
LDAP-testing.parquet,LDAP,testing,69,Fwd Seg Size Min,int32
LDAP-testing.parquet,LDAP,testing,70,Active Mean,float
LDAP-testing.parquet,LDAP,testing,71,Active Std,float
LDAP-testing.parquet,LDAP,testing,72,Active Max,float
LDAP-testing.parquet,LDAP,testing,73,Active Min,float
LDAP-testing.parquet,LDAP,testing,74,Idle Mean,float
LDAP-testing.parquet,LDAP,testing,75,Idle Std,float
LDAP-testing.parquet,LDAP,testing,76,Idle Max,float
LDAP-testing.parquet,LDAP,testing,77,Idle Min,float
LDAP-testing.parquet,LDAP,testing,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
LDAP-training.parquet,LDAP,training,1,Protocol,int8
LDAP-training.parquet,LDAP,training,2,Flow Duration,int32
LDAP-training.parquet,LDAP,training,3,Total Fwd Packets,int32
LDAP-training.parquet,LDAP,training,4,Total Backward Packets,int16
LDAP-training.parquet,LDAP,training,5,Fwd Packets Length Total,float
LDAP-training.parquet,LDAP,training,6,Bwd Packets Length Total,float
LDAP-training.parquet,LDAP,training,7,Fwd Packet Length Max,float
LDAP-training.parquet,LDAP,training,8,Fwd Packet Length Min,float
LDAP-training.parquet,LDAP,training,9,Fwd Packet Length Mean,float
LDAP-training.parquet,LDAP,training,10,Fwd Packet Length Std,float
LDAP-training.parquet,LDAP,training,11,Bwd Packet Length Max,float
LDAP-training.parquet,LDAP,training,12,Bwd Packet Length Min,float
LDAP-training.parquet,LDAP,training,13,Bwd Packet Length Mean,float
LDAP-training.parquet,LDAP,training,14,Bwd Packet Length Std,float
LDAP-training.parquet,LDAP,training,15,Flow Bytes/s,double
LDAP-training.parquet,LDAP,training,16,Flow Packets/s,double
LDAP-training.parquet,LDAP,training,17,Flow IAT Mean,float
LDAP-training.parquet,LDAP,training,18,Flow IAT Std,float
LDAP-training.parquet,LDAP,training,19,Flow IAT Max,float
LDAP-training.parquet,LDAP,training,20,Flow IAT Min,float
LDAP-training.parquet,LDAP,training,21,Fwd IAT Total,float
LDAP-training.parquet,LDAP,training,22,Fwd IAT Mean,float
LDAP-training.parquet,LDAP,training,23,Fwd IAT Std,float
LDAP-training.parquet,LDAP,training,24,Fwd IAT Max,float
LDAP-training.parquet,LDAP,training,25,Fwd IAT Min,float
LDAP-training.parquet,LDAP,training,26,Bwd IAT Total,float
LDAP-training.parquet,LDAP,training,27,Bwd IAT Mean,float
LDAP-training.parquet,LDAP,training,28,Bwd IAT Std,float
LDAP-training.parquet,LDAP,training,29,Bwd IAT Max,float
LDAP-training.parquet,LDAP,training,30,Bwd IAT Min,float
LDAP-training.parquet,LDAP,training,31,Fwd PSH Flags,int8
LDAP-training.parquet,LDAP,training,32,Bwd PSH Flags,int8
LDAP-training.parquet,LDAP,training,33,Fwd URG Flags,int8
LDAP-training.parquet,LDAP,training,34,Bwd URG Flags,int8
LDAP-training.parquet,LDAP,training,35,Fwd Header Length,int64
LDAP-training.parquet,LDAP,training,36,Bwd Header Length,int64
LDAP-training.parquet,LDAP,training,37,Fwd Packets/s,float
LDAP-training.parquet,LDAP,training,38,Bwd Packets/s,float
LDAP-training.parquet,LDAP,training,39,Packet Length Min,float
LDAP-training.parquet,LDAP,training,40,Packet Length Max,float
LDAP-training.parquet,LDAP,training,41,Packet Length Mean,float
LDAP-training.parquet,LDAP,training,42,Packet Length Std,float
LDAP-training.parquet,LDAP,training,43,Packet Length Variance,float
LDAP-training.parquet,LDAP,training,44,FIN Flag Count,int8
LDAP-training.parquet,LDAP,training,45,SYN Flag Count,int8
LDAP-training.parquet,LDAP,training,46,RST Flag Count,int8
LDAP-training.parquet,LDAP,training,47,PSH Flag Count,int8
LDAP-training.parquet,LDAP,training,48,ACK Flag Count,int8
LDAP-training.parquet,LDAP,training,49,URG Flag Count,int8
LDAP-training.parquet,LDAP,training,50,CWE Flag Count,int8
LDAP-training.parquet,LDAP,training,51,ECE Flag Count,int8
LDAP-training.parquet,LDAP,training,52,Down/Up Ratio,float
LDAP-training.parquet,LDAP,training,53,Avg Packet Size,float
LDAP-training.parquet,LDAP,training,54,Avg Fwd Segment Size,float
LDAP-training.parquet,LDAP,training,55,Avg Bwd Segment Size,float
LDAP-training.parquet,LDAP,training,56,Fwd Avg Bytes/Bulk,int8
LDAP-training.parquet,LDAP,training,57,Fwd Avg Packets/Bulk,int8
LDAP-training.parquet,LDAP,training,58,Fwd Avg Bulk Rate,int8
LDAP-training.parquet,LDAP,training,59,Bwd Avg Bytes/Bulk,int8
LDAP-training.parquet,LDAP,training,60,Bwd Avg Packets/Bulk,int8
LDAP-training.parquet,LDAP,training,61,Bwd Avg Bulk Rate,int8
LDAP-training.parquet,LDAP,training,62,Subflow Fwd Packets,int32
LDAP-training.parquet,LDAP,training,63,Subflow Fwd Bytes,int32
LDAP-training.parquet,LDAP,training,64,Subflow Bwd Packets,int16
LDAP-training.parquet,LDAP,training,65,Subflow Bwd Bytes,int32
LDAP-training.parquet,LDAP,training,66,Init Fwd Win Bytes,int32
LDAP-training.parquet,LDAP,training,67,Init Bwd Win Bytes,int32
LDAP-training.parquet,LDAP,training,68,Fwd Act Data Packets,int16
LDAP-training.parquet,LDAP,training,69,Fwd Seg Size Min,int32
LDAP-training.parquet,LDAP,training,70,Active Mean,float
LDAP-training.parquet,LDAP,training,71,Active Std,float
LDAP-training.parquet,LDAP,training,72,Active Max,float
LDAP-training.parquet,LDAP,training,73,Active Min,float
LDAP-training.parquet,LDAP,training,74,Idle Mean,float
LDAP-training.parquet,LDAP,training,75,Idle Std,float
LDAP-training.parquet,LDAP,training,76,Idle Max,float
LDAP-training.parquet,LDAP,training,77,Idle Min,float
LDAP-training.parquet,LDAP,training,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
MSSQL-testing.parquet,MSSQL,testing,1,Protocol,int8
MSSQL-testing.parquet,MSSQL,testing,2,Flow Duration,int32
MSSQL-testing.parquet,MSSQL,testing,3,Total Fwd Packets,int16
MSSQL-testing.parquet,MSSQL,testing,4,Total Backward Packets,int16
MSSQL-testing.parquet,MSSQL,testing,5,Fwd Packets Length Total,float
MSSQL-testing.parquet,MSSQL,testing,6,Bwd Packets Length Total,float
MSSQL-testing.parquet,MSSQL,testing,7,Fwd Packet Length Max,float
MSSQL-testing.parquet,MSSQL,testing,8,Fwd Packet Length Min,float
MSSQL-testing.parquet,MSSQL,testing,9,Fwd Packet Length Mean,float
MSSQL-testing.parquet,MSSQL,testing,10,Fwd Packet Length Std,float
MSSQL-testing.parquet,MSSQL,testing,11,Bwd Packet Length Max,float
MSSQL-testing.parquet,MSSQL,testing,12,Bwd Packet Length Min,float
MSSQL-testing.parquet,MSSQL,testing,13,Bwd Packet Length Mean,float
MSSQL-testing.parquet,MSSQL,testing,14,Bwd Packet Length Std,float
MSSQL-testing.parquet,MSSQL,testing,15,Flow Bytes/s,double
MSSQL-testing.parquet,MSSQL,testing,16,Flow Packets/s,double
MSSQL-testing.parquet,MSSQL,testing,17,Flow IAT Mean,float
MSSQL-testing.parquet,MSSQL,testing,18,Flow IAT Std,float
MSSQL-testing.parquet,MSSQL,testing,19,Flow IAT Max,float
MSSQL-testing.parquet,MSSQL,testing,20,Flow IAT Min,float
MSSQL-testing.parquet,MSSQL,testing,21,Fwd IAT Total,float
MSSQL-testing.parquet,MSSQL,testing,22,Fwd IAT Mean,float
MSSQL-testing.parquet,MSSQL,testing,23,Fwd IAT Std,float
MSSQL-testing.parquet,MSSQL,testing,24,Fwd IAT Max,float
MSSQL-testing.parquet,MSSQL,testing,25,Fwd IAT Min,float
MSSQL-testing.parquet,MSSQL,testing,26,Bwd IAT Total,float
MSSQL-testing.parquet,MSSQL,testing,27,Bwd IAT Mean,float
MSSQL-testing.parquet,MSSQL,testing,28,Bwd IAT Std,float
MSSQL-testing.parquet,MSSQL,testing,29,Bwd IAT Max,float
MSSQL-testing.parquet,MSSQL,testing,30,Bwd IAT Min,float
MSSQL-testing.parquet,MSSQL,testing,31,Fwd PSH Flags,int8
MSSQL-testing.parquet,MSSQL,testing,32,Bwd PSH Flags,int8
MSSQL-testing.parquet,MSSQL,testing,33,Fwd URG Flags,int8
MSSQL-testing.parquet,MSSQL,testing,34,Bwd URG Flags,int8
MSSQL-testing.parquet,MSSQL,testing,35,Fwd Header Length,int32
MSSQL-testing.parquet,MSSQL,testing,36,Bwd Header Length,int32
MSSQL-testing.parquet,MSSQL,testing,37,Fwd Packets/s,float
MSSQL-testing.parquet,MSSQL,testing,38,Bwd Packets/s,float
MSSQL-testing.parquet,MSSQL,testing,39,Packet Length Min,float
MSSQL-testing.parquet,MSSQL,testing,40,Packet Length Max,float
MSSQL-testing.parquet,MSSQL,testing,41,Packet Length Mean,float
MSSQL-testing.parquet,MSSQL,testing,42,Packet Length Std,float
MSSQL-testing.parquet,MSSQL,testing,43,Packet Length Variance,float
MSSQL-testing.parquet,MSSQL,testing,44,FIN Flag Count,int8
MSSQL-testing.parquet,MSSQL,testing,45,SYN Flag Count,int8
MSSQL-testing.parquet,MSSQL,testing,46,RST Flag Count,int8
MSSQL-testing.parquet,MSSQL,testing,47,PSH Flag Count,int8
MSSQL-testing.parquet,MSSQL,testing,48,ACK Flag Count,int8
MSSQL-testing.parquet,MSSQL,testing,49,URG Flag Count,int8
MSSQL-testing.parquet,MSSQL,testing,50,CWE Flag Count,int8
MSSQL-testing.parquet,MSSQL,testing,51,ECE Flag Count,int8
MSSQL-testing.parquet,MSSQL,testing,52,Down/Up Ratio,float
MSSQL-testing.parquet,MSSQL,testing,53,Avg Packet Size,float
MSSQL-testing.parquet,MSSQL,testing,54,Avg Fwd Segment Size,float
MSSQL-testing.parquet,MSSQL,testing,55,Avg Bwd Segment Size,float
MSSQL-testing.parquet,MSSQL,testing,56,Fwd Avg Bytes/Bulk,int8
MSSQL-testing.parquet,MSSQL,testing,57,Fwd Avg Packets/Bulk,int8
MSSQL-testing.parquet,MSSQL,testing,58,Fwd Avg Bulk Rate,int8
MSSQL-testing.parquet,MSSQL,testing,59,Bwd Avg Bytes/Bulk,int8
MSSQL-testing.parquet,MSSQL,testing,60,Bwd Avg Packets/Bulk,int8
MSSQL-testing.parquet,MSSQL,testing,61,Bwd Avg Bulk Rate,int8
MSSQL-testing.parquet,MSSQL,testing,62,Subflow Fwd Packets,int16
MSSQL-testing.parquet,MSSQL,testing,63,Subflow Fwd Bytes,int32
MSSQL-testing.parquet,MSSQL,testing,64,Subflow Bwd Packets,int16
MSSQL-testing.parquet,MSSQL,testing,65,Subflow Bwd Bytes,int32
MSSQL-testing.parquet,MSSQL,testing,66,Init Fwd Win Bytes,int32
MSSQL-testing.parquet,MSSQL,testing,67,Init Bwd Win Bytes,int32
MSSQL-testing.parquet,MSSQL,testing,68,Fwd Act Data Packets,int8
MSSQL-testing.parquet,MSSQL,testing,69,Fwd Seg Size Min,int32
MSSQL-testing.parquet,MSSQL,testing,70,Active Mean,float
MSSQL-testing.parquet,MSSQL,testing,71,Active Std,float
MSSQL-testing.parquet,MSSQL,testing,72,Active Max,float
MSSQL-testing.parquet,MSSQL,testing,73,Active Min,float
MSSQL-testing.parquet,MSSQL,testing,74,Idle Mean,float
MSSQL-testing.parquet,MSSQL,testing,75,Idle Std,float
MSSQL-testing.parquet,MSSQL,testing,76,Idle Max,float
MSSQL-testing.parquet,MSSQL,testing,77,Idle Min,float
MSSQL-testing.parquet,MSSQL,testing,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
MSSQL-training.parquet,MSSQL,training,1,Protocol,int8
MSSQL-training.parquet,MSSQL,training,2,Flow Duration,int32
MSSQL-training.parquet,MSSQL,training,3,Total Fwd Packets,int16
MSSQL-training.parquet,MSSQL,training,4,Total Backward Packets,int16
MSSQL-training.parquet,MSSQL,training,5,Fwd Packets Length Total,float
MSSQL-training.parquet,MSSQL,training,6,Bwd Packets Length Total,float
MSSQL-training.parquet,MSSQL,training,7,Fwd Packet Length Max,float
MSSQL-training.parquet,MSSQL,training,8,Fwd Packet Length Min,float
MSSQL-training.parquet,MSSQL,training,9,Fwd Packet Length Mean,float
MSSQL-training.parquet,MSSQL,training,10,Fwd Packet Length Std,float
MSSQL-training.parquet,MSSQL,training,11,Bwd Packet Length Max,float
MSSQL-training.parquet,MSSQL,training,12,Bwd Packet Length Min,float
MSSQL-training.parquet,MSSQL,training,13,Bwd Packet Length Mean,float
MSSQL-training.parquet,MSSQL,training,14,Bwd Packet Length Std,float
MSSQL-training.parquet,MSSQL,training,15,Flow Bytes/s,double
MSSQL-training.parquet,MSSQL,training,16,Flow Packets/s,double
MSSQL-training.parquet,MSSQL,training,17,Flow IAT Mean,float
MSSQL-training.parquet,MSSQL,training,18,Flow IAT Std,float
MSSQL-training.parquet,MSSQL,training,19,Flow IAT Max,float
MSSQL-training.parquet,MSSQL,training,20,Flow IAT Min,float
MSSQL-training.parquet,MSSQL,training,21,Fwd IAT Total,float
MSSQL-training.parquet,MSSQL,training,22,Fwd IAT Mean,float
MSSQL-training.parquet,MSSQL,training,23,Fwd IAT Std,float
MSSQL-training.parquet,MSSQL,training,24,Fwd IAT Max,float
MSSQL-training.parquet,MSSQL,training,25,Fwd IAT Min,float
MSSQL-training.parquet,MSSQL,training,26,Bwd IAT Total,float
MSSQL-training.parquet,MSSQL,training,27,Bwd IAT Mean,float
MSSQL-training.parquet,MSSQL,training,28,Bwd IAT Std,float
MSSQL-training.parquet,MSSQL,training,29,Bwd IAT Max,float
MSSQL-training.parquet,MSSQL,training,30,Bwd IAT Min,float
MSSQL-training.parquet,MSSQL,training,31,Fwd PSH Flags,int8
MSSQL-training.parquet,MSSQL,training,32,Bwd PSH Flags,int8
MSSQL-training.parquet,MSSQL,training,33,Fwd URG Flags,int8
MSSQL-training.parquet,MSSQL,training,34,Bwd URG Flags,int8
MSSQL-training.parquet,MSSQL,training,35,Fwd Header Length,int64
MSSQL-training.parquet,MSSQL,training,36,Bwd Header Length,int64
MSSQL-training.parquet,MSSQL,training,37,Fwd Packets/s,float
MSSQL-training.parquet,MSSQL,training,38,Bwd Packets/s,float
MSSQL-training.parquet,MSSQL,training,39,Packet Length Min,float
MSSQL-training.parquet,MSSQL,training,40,Packet Length Max,float
MSSQL-training.parquet,MSSQL,training,41,Packet Length Mean,float
MSSQL-training.parquet,MSSQL,training,42,Packet Length Std,float
MSSQL-training.parquet,MSSQL,training,43,Packet Length Variance,float
MSSQL-training.parquet,MSSQL,training,44,FIN Flag Count,int8
MSSQL-training.parquet,MSSQL,training,45,SYN Flag Count,int8
MSSQL-training.parquet,MSSQL,training,46,RST Flag Count,int8
MSSQL-training.parquet,MSSQL,training,47,PSH Flag Count,int8
MSSQL-training.parquet,MSSQL,training,48,ACK Flag Count,int8
MSSQL-training.parquet,MSSQL,training,49,URG Flag Count,int8
MSSQL-training.parquet,MSSQL,training,50,CWE Flag Count,int8
MSSQL-training.parquet,MSSQL,training,51,ECE Flag Count,int8
MSSQL-training.parquet,MSSQL,training,52,Down/Up Ratio,float
MSSQL-training.parquet,MSSQL,training,53,Avg Packet Size,float
MSSQL-training.parquet,MSSQL,training,54,Avg Fwd Segment Size,float
MSSQL-training.parquet,MSSQL,training,55,Avg Bwd Segment Size,float
MSSQL-training.parquet,MSSQL,training,56,Fwd Avg Bytes/Bulk,int8
MSSQL-training.parquet,MSSQL,training,57,Fwd Avg Packets/Bulk,int8
MSSQL-training.parquet,MSSQL,training,58,Fwd Avg Bulk Rate,int8
MSSQL-training.parquet,MSSQL,training,59,Bwd Avg Bytes/Bulk,int8
MSSQL-training.parquet,MSSQL,training,60,Bwd Avg Packets/Bulk,int8
MSSQL-training.parquet,MSSQL,training,61,Bwd Avg Bulk Rate,int8
MSSQL-training.parquet,MSSQL,training,62,Subflow Fwd Packets,int16
MSSQL-training.parquet,MSSQL,training,63,Subflow Fwd Bytes,int32
MSSQL-training.parquet,MSSQL,training,64,Subflow Bwd Packets,int16
MSSQL-training.parquet,MSSQL,training,65,Subflow Bwd Bytes,int32
MSSQL-training.parquet,MSSQL,training,66,Init Fwd Win Bytes,int32
MSSQL-training.parquet,MSSQL,training,67,Init Bwd Win Bytes,int32
MSSQL-training.parquet,MSSQL,training,68,Fwd Act Data Packets,int16
MSSQL-training.parquet,MSSQL,training,69,Fwd Seg Size Min,int32
MSSQL-training.parquet,MSSQL,training,70,Active Mean,float
MSSQL-training.parquet,MSSQL,training,71,Active Std,float
MSSQL-training.parquet,MSSQL,training,72,Active Max,float
MSSQL-training.parquet,MSSQL,training,73,Active Min,float
MSSQL-training.parquet,MSSQL,training,74,Idle Mean,float
MSSQL-training.parquet,MSSQL,training,75,Idle Std,float
MSSQL-training.parquet,MSSQL,training,76,Idle Max,float
MSSQL-training.parquet,MSSQL,training,77,Idle Min,float
MSSQL-training.parquet,MSSQL,training,78,Label,"dictionary<values=string, indices=int8, ordered=0>"
NetBIOS-testing.parquet,NetBIOS,testing,1,Protocol,int8
NetBIOS-testing.parquet,NetBIOS,testing,2,Flow Duration,int32
NetBIOS-testing.parquet,NetBIOS,testing,3,Total Fwd Packets,int16
NetBIOS-testing.parquet,NetBIOS,testing,4,Total Backward Packets,int16
NetBIOS-testing.parquet,NetBIOS,testing,5,Fwd Packets Length Total,float
NetBIOS-testing.parquet,NetBIOS,testing,6,Bwd Packets Length Total,float
NetBIOS-testing.parquet,NetBIOS,testing,7,Fwd Packet Length Max,float
NetBIOS-testing.parquet,NetBIOS,testing,8,Fwd Packet Length Min,float
NetBIOS-testing.parquet,NetBIOS,testing,9,Fwd Packet Length Mean,float
NetBIOS-testing.parquet,NetBIOS,testing,10,Fwd Packet Length Std,float
NetBIOS-testing.parquet,NetBIOS,testing,11,Bwd Packet Length Max,float
NetBIOS-testing.parquet,NetBIOS,testing,12,Bwd Packet Length Min,float
NetBIOS-testing.parquet,NetBIOS,testing,13,Bwd Packet Length Mean,float
